item.type,item.value,image.type,image.value,itemLabel.xml:lang,itemLabel.type,itemLabel.value,typeLabel.xml:lang,typeLabel.type,typeLabel.value,locationLabel.xml:lang,locationLabel.type,locationLabel.value,creatorLabel.xml:lang,creatorLabel.type,creatorLabel.value,collectionLabel.xml:lang,collectionLabel.type,collectionLabel.value,museumLabel.xml:lang,museumLabel.type,museumLabel.value,name_norm,creator_norm
uri,http://www.wikidata.org/entity/Q2814393,,,en,literal,2009 in Ukraine,en,literal,events in a specific year or time period,,,,,,,,,,,,,2009 in ukraine,
uri,http://www.wikidata.org/entity/Q1853811,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Luhansk%20Oblast.svg,en,literal,flag of Luhansk Oblast,en,literal,flag of a country subdivision,,,,,,,,,,,,,flag of luhansk oblast,
uri,http://www.wikidata.org/entity/Q1958231,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%90%D0%BB%D0%BB%D0%B5%D1%8F%20%D0%BA%D0%BE%D0%BB%D0%B5%D1%86.jpg,en,literal,Forged figures park in Donetsk,en,literal,sculpture garden,,,,,,,,,,,,,forged figures park in donetsk,
uri,http://www.wikidata.org/entity/Q4077366,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Ukrainian%20banknotes.jpg,en,literal,Banknotes of the Ukrainian hryvnia,en,literal,banknote,,,,,,,,,,,,,banknotes of the ukrainian hryvnia,
uri,http://www.wikidata.org/entity/Q3886731,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Gates%20of%20Italian%20Cemetery%20in%20Sevastopol.jpg,en,literal,Italian war cemetery in Sevastopol,en,literal,foreign war cemetery in Ukraine,,,,,,,,,,,,,italian war cemetery in sevastopol,
uri,http://www.wikidata.org/entity/Q4129505,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Konev%20hight.jpg,en,literal,National Museum of Military History of Slobozhanshchyna,en,literal,memorial,,,,,,,,,,,,,national museum of military history of slobozhanshchyna,
uri,http://www.wikidata.org/entity/Q2743015,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Cherkasy%20Oblast.svg,en,literal,flag of Cherkasy Oblast,en,literal,flag of a country subdivision,,,,,,,,,,,,,flag of cherkasy oblast,
uri,http://www.wikidata.org/entity/Q4095270,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Tsar%20-%20bell%20in%20Donetsk.JPG,en,literal,Bochum Bell in Donetsk,en,literal,monument,,,,,,,,,,,,,bochum bell in donetsk,
uri,http://www.wikidata.org/entity/Q4136189,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D1%80%D0%B1%20%D0%91%D0%B5%D1%80%D0%B4%D1%8F%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE%20%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D1%83.png,uk,literal,Герб Бердянського району,en,literal,coat of arms,,,,,,,,,,,,,герб бердянського району,
uri,http://www.wikidata.org/entity/Q4095937,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Poltava%20battle%202009.JPG,en,literal,Common grave of Russian soldiers,en,literal,grave,,,,,,,,,,,,,common grave of russian soldiers,
uri,http://www.wikidata.org/entity/Q4136813,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Sumy%20Oblast.svg,en,literal,coat of arms of Sumy Oblast,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of sumy oblast,
uri,http://www.wikidata.org/entity/Q4136773,uri,http://commons.wikimedia.org/wiki/Special:FilePath/COA%20Simferopol.svg,en,literal,coat of arms of Simferopol,en,literal,coat of arms,,,,ru,literal,"Ефетов, Георгий Борисович",,,,,,,coat of arms of simferopol,ефетов георгий борисович
uri,http://www.wikidata.org/entity/Q4136729,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20Rivne.svg,en,literal,Coats of arms of Rivne,en,literal,coat of arms,,,,,,,,,,,,,coats of arms of rivne,
uri,http://www.wikidata.org/entity/Q4136812,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D1%80%D0%B1%20%D0%BC%D1%96%D1%81%D1%82%D0%B0%20%D0%A1%D1%83%D0%BC%D0%B8.svg,en,literal,coat of arms of Sumy,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of sumy,
uri,http://www.wikidata.org/entity/Q4136824,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Ternopil.svg,en,literal,coat of arms of Ternopil,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of ternopil,
uri,http://www.wikidata.org/entity/Q4136763,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Severodoneck%20gerb.png,en,literal,coat of arms of Siverskodonetsk,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of siverskodonetsk,
uri,http://www.wikidata.org/entity/Q4136793,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Alex%20K%20No%20image.svg,en,literal,coat of arms of Sosnytsia,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of sosnytsia,
uri,http://www.wikidata.org/entity/Q4136734,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Rivne%20Oblast.svg,uk,literal,Герб Рівненської області,en,literal,coat of arms,,,,,,,,,,,,,герб рівненської області,
uri,http://www.wikidata.org/entity/Q4136250,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Nikolske%20raion.png,en,literal,coat of arms of Nikolskyi Raion,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of nikolskyi raion,
uri,http://www.wikidata.org/entity/Q4101510,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Bust%20Alexandr%202.jpg,uk,literal,Погруддя Олександра II (Київ),en,literal,monument,,,,,,,,,,,,,погруддя олександра ii київ,
uri,http://www.wikidata.org/entity/Q4096591,uri,http://commons.wikimedia.org/wiki/Special:FilePath/MkV%20Lugansk.jpg,en,literal,Mark V 9186,en,literal,tank memorial,,,,,,,,,,,,,mark v 9186,
uri,http://www.wikidata.org/entity/Q4057544,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9C%D0%B5%D0%BC%D0%BE%D1%80%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81%20%D0%90%D0%B4%D0%B6%D0%B8%D0%BC%D1%83%D1%88%D0%BA%D0%B0%D0%B9%20%284%29.jpg,en,literal,Aji-Mushkay Quarry,en,literal,tourist attraction,,,,,,,,,,,,,ajimushkay quarry,
uri,http://www.wikidata.org/entity/Q4136188,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Berehove%20Raion.svg,en,literal,coat of arms of Berehove Raion,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of berehove raion,
uri,http://www.wikidata.org/entity/Q4136192,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D1%80%D0%B1%20%D0%91%D0%B5%D1%80%D0%B4%D1%8F%D0%BD%D1%81%D1%8C%D0%BA%D0%B0.svg,en,literal,coat of arms of Berdiansk,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of berdiansk,
uri,http://www.wikidata.org/entity/Q4101519,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20to%20Nikolai%20Rimsky-Korsakov.jpg,uk,literal,пам'ятник М. А. Римському-Кормакову,en,literal,sculpture,en,literal,Mykolaiv,,,,,,,,,,памятник м а римськомукормакову,
uri,http://www.wikidata.org/entity/Q4136133,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D1%80%D0%B1%20%D0%90%D0%BB%D1%87%D0%B5%D0%B2%D1%81%D0%BA%D0%B0.png,en,literal,coat of arms of Alchevsk,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of alchevsk,
uri,http://www.wikidata.org/entity/Q4136142,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Amvrosiivskiy%20rayon%20gerb.png,en,literal,coat of arms of Amvrosiivka Raion,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of amvrosiivka raion,
uri,http://www.wikidata.org/entity/Q4136240,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Interbelic%20Valcov%20CoA.png,en,literal,coat of arms of Vylkove,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of vylkove,
uri,http://www.wikidata.org/entity/Q4136245,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Vynohradivskiy%20rayon%20gerb.png,en,literal,coat of arms of Vynohradiv Raion,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of vynohradiv raion,
uri,http://www.wikidata.org/entity/Q4136266,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20A%20Heniches%27k.svg,en,literal,Coats of arms of Henichesk,en,literal,coat of arms,,,,,,,,,,,,,coats of arms of henichesk,
uri,http://www.wikidata.org/entity/Q3406883,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Holodomor%20Genocide%20Memorial%20Kyiv.JPG,en,literal,Memorial in Commemoration of Famines' Victims in Ukraine,en,literal,memorial,,,,,,,,,,,,,memorial in commemoration of famines victims in ukraine,
uri,http://www.wikidata.org/entity/Q4136777,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Skadov%20s.png,en,literal,Coats of arms of Skadovsk,en,literal,coat of arms,,,,,,,,,,,,,coats of arms of skadovsk,
uri,http://www.wikidata.org/entity/Q4136804,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D1%80%D0%B1%20%D0%A1%D1%82%D0%B0%D1%80%D0%BE%D0%B1%D0%B5%D1%88%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE%20%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D0%B0.jpg,en,literal,coat of arms of Starobeshivskyi Raion,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of starobeshivskyi raion,
uri,http://www.wikidata.org/entity/Q4136203,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Bogodukhiv%20gerb%20Rus1781.png,uk,literal,Герб Богодухова,en,literal,coat of arms,,,,,,,,,,,,,герб богодухова,
uri,http://www.wikidata.org/entity/Q4136247,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Vinnytsia%20Oblast.svg,uk,literal,Герб Вінницької області,en,literal,coat of arms,,,,,,,,,,,,,герб вінницької області,
uri,http://www.wikidata.org/entity/Q4114455,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Naval%20Ensign%20of%20Ukraine.svg,en,literal,naval flag of Ukraine,en,literal,flag design,,,,,,,,,,,,,naval flag of ukraine,
uri,http://www.wikidata.org/entity/Q4136664,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Pavlograd%201811.png,uk,literal,Герб Павлограда,en,literal,coat of arms,,,,,,,,,,,,,герб павлограда,
uri,http://www.wikidata.org/entity/Q4136688,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Pyratyn%20herb.svg,uk,literal,Герб Пирятина,en,literal,coat of arms,,,,,,,,,,,,,герб пирятина,
uri,http://www.wikidata.org/entity/Q4052738,,,en,literal,Visicom Maps,en,literal,website,,,,,,,,,,,,,visicom maps,
uri,http://www.wikidata.org/entity/Q4080691,,,uk,literal,Беєвський курган,en,literal,burial mound,,,,,,,,,,,,,беєвський курган,
uri,http://www.wikidata.org/entity/Q4075560,,,uk,literal,Байки Мітяя,en,literal,television series,,,,,,,,,,,,,байки мітяя,
uri,http://www.wikidata.org/entity/Q4086922,,,en,literal,Biopolymers & Cell,en,literal,periodical,,,,,,,,,,,,,biopolymers  cell,
uri,http://www.wikidata.org/entity/Q4101512,,,uk,literal,Пам'ятник Олександру III (Київ),en,literal,monument,,,,,,,,,,,,,памятник олександру iii київ,
uri,http://www.wikidata.org/entity/Q4101781,,,uk,literal,У пошуках істини,en,literal,television program,,,,,,,,,,,,,у пошуках істини,
uri,http://www.wikidata.org/entity/Q4136754,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D1%80%D0%B1%20%D0%A1%D0%B2%D1%8F%D1%82%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA%D0%B0%20%28%D0%B1%D0%BE%D0%BB%D1%8C%D1%88%D0%BE%D0%B9%29.png,en,literal,coat of arms of Sviatohirsk,en,literal,coat of arms,en,literal,Sviatohirsk,,,,,,,,,,coat of arms of sviatohirsk,
uri,http://www.wikidata.org/entity/Q3406766,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Kiev%20-%20monument.jpg,en,literal,Tomb of the Unknown Soldier,en,literal,monument,,,,en,literal,Ivan Pershudchev,,,,,,,tomb of the unknown soldier,ivan pershudchev
uri,http://www.wikidata.org/entity/Q4136246,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Volnovakha%201999.png,en,literal,coat of arms of Volnovakha,en,literal,coat of arms,en,literal,Volnovakha,,,,,,,,,,coat of arms of volnovakha,
uri,http://www.wikidata.org/entity/Q3917633,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Maidan%20Nezalezhnosti2.jpg,en,literal,Independence Monument,en,literal,monument,,,,,,,,,,,,,independence monument,
uri,http://www.wikidata.org/entity/Q4114102,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Gluhiv%2C%20bashta.jpg,en,literal,Water tower in Hlukhiv,en,literal,exhibition,,,,,,,,,,,,,water tower in hlukhiv,
uri,http://www.wikidata.org/entity/Q3544302,,,en,literal,Memorial for the victims killed by OUN-UPA,en,literal,monument,,,,,,,,,,,,,memorial for the victims killed by ounupa,
uri,http://www.wikidata.org/entity/Q4070821,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Kij%C3%B3w%2C%20Kiev%2C%20%22Maidan%22.%20-%20panoramio%20%281%29.jpg,en,literal,Monument to the Archangel Michael in Kyiv,en,literal,monument,,,,,,,,,,,,,monument to the archangel michael in kyiv,
uri,http://www.wikidata.org/entity/Q4070822,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Donetsk%20Mickhail%2001.jpg,en,literal,Statue of Saint Michael in Donetsk,en,literal,monument,,,,,,,,,,,,,statue of saint michael in donetsk,
uri,http://www.wikidata.org/entity/Q4136141,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D1%80%D0%B1%20%D0%90%D0%BC%D0%B2%D1%80%D0%BE%D1%81%D0%B8%D0%B5%D0%B2%D0%BA%D0%B8.jpg,en,literal,coat of arms of Amvrosiivka,en,literal,coat of arms,en,literal,Amvrosiivka,,,,,,,,,,coat of arms of amvrosiivka,
uri,http://www.wikidata.org/entity/Q4080248,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Sevastopol%2004-14%20img08%20Tower%20of%20the%20Winds.jpg,en,literal,Tower of the Winds in Sevastopol,en,literal,monument,,,,,,,,,,,,,tower of the winds in sevastopol,
uri,http://www.wikidata.org/entity/Q4136156,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D1%80%D0%B1-%D0%90%D1%80%D1%82%D0%B5%D0%BC%D1%96%D0%B2%D1%81%D1%8C%D0%BA.svg,en,literal,coat of arms of Bakhmut,en,literal,local coat of arms,,,,,,,,,,,,,coat of arms of bakhmut,
uri,http://www.wikidata.org/entity/Q4136772,uri,http://commons.wikimedia.org/wiki/Special:FilePath/COA%20of%20Sloviansk.svg,en,literal,coat of arms of Sloviansk,en,literal,coat of arms,en,literal,Sloviansk,,,,,,,,,,coat of arms of sloviansk,
uri,http://www.wikidata.org/entity/Q4032365,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Donetsk%20A.jpg,uk,literal,75 років утворення Донецької області (монета),en,literal,coin,,,,,,,,,,,,,75 років утворення донецької області монета,
uri,http://www.wikidata.org/entity/Q4203217,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Irynynskiy%20monument%2002.jpg,uk,literal,Ірининський пам'ятник,en,literal,monument,,,,,,,,,,,,,ірининський памятник,
uri,http://www.wikidata.org/entity/Q4164750,uri,http://commons.wikimedia.org/wiki/Special:FilePath/ShpilDolgorukov.jpg,en,literal,Dolgorukov obelisk,en,literal,monument,,,,,,,,,,,,,dolgorukov obelisk,
uri,http://www.wikidata.org/entity/Q4188159,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Honored%20Power%20Engineer%20of%20Ukraine.jpg,en,literal,Honored Power Engineer of Ukraine,en,literal,state decoration,,,,,,,,,,,,,honored power engineer of ukraine,
uri,http://www.wikidata.org/entity/Q4165198,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Simf%20Selvinsky%20museum.jpg,en,literal,Ilya Selvinsky House Museum,en,literal,museum,,,,,,,,,,,,,ilya selvinsky house museum,
uri,http://www.wikidata.org/entity/Q4136918,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Shostka.svg,uk,literal,Герб Шостки,en,literal,coat of arms,,,,,,,,,,,,,герб шостки,
uri,http://www.wikidata.org/entity/Q4136325,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Yenakiieve%20gerb.png,en,literal,coat of arms of Yenakiieve,en,literal,coat of arms,en,literal,Yenakiieve,,,,,,,,,,coat of arms of yenakiieve,
uri,http://www.wikidata.org/entity/Q4162019,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Bitva%20za%20Dnipro.jpg,en,literal,"Diorama ""Battle of the Dnieper""",en,literal,diorama,en,literal,Dnipro,,,,,,,,,,diorama battle of the dnieper,
uri,http://www.wikidata.org/entity/Q4169049,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%94%D1%83%D0%B1%20%D0%9A%D0%B0%D0%BC%D1%8B%D1%88%D0%B5%D0%B2%D0%B0%20%282%29.jpg,en,literal,Oak of Volodymyr Kamyshev,en,literal,monument,,,,,,,,,,,,,oak of volodymyr kamyshev,
uri,http://www.wikidata.org/entity/Q4136293,uri,http://commons.wikimedia.org/wiki/Special:FilePath/COA%20Debaltceve.svg,en,literal,coat of arms of Debaltseve,en,literal,coat of arms,en,literal,Debaltseve,,,,,,,,,,coat of arms of debaltseve,
uri,http://www.wikidata.org/entity/Q4174348,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Ekaterininskaja%20milja%20pamjatnyi%20znak.JPG,en,literal,Catherine's II of Russia miles,en,literal,architectural landmark,,,,,,,,,,,,,catherines ii of russia miles,
uri,http://www.wikidata.org/entity/Q4136874,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Kherson%20Oblast.svg,en,literal,Coat of arms of Kherson Oblast,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of kherson oblast,
uri,http://www.wikidata.org/entity/Q4136417,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Kiev%20Oblast.svg,en,literal,coat of arms of Kyiv Oblast,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of kyiv oblast,
uri,http://www.wikidata.org/entity/Q4136894,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Chernihiv%20Oblast.svg,en,literal,coat of arms of Chernihiv Oblast,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of chernihiv oblast,
uri,http://www.wikidata.org/entity/Q4136301,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20Kamianske.svg,uk,literal,Герб Дніпродзержинська,en,literal,coat of arms,,,,,,,,,,,,,герб дніпродзержинська,
uri,http://www.wikidata.org/entity/Q4136522,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20Luhansk%20Oblast.svg,uk,literal,Герб Луганської області,en,literal,coat of arms,,,,,,,,,,,,,герб луганської області,
uri,http://www.wikidata.org/entity/Q4136609,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Mykolaiv%20Oblast.svg,uk,literal,Герб Миколаївської області,en,literal,coat of arms,,,,,,,,,,,,,герб миколаївської області,
uri,http://www.wikidata.org/entity/Q4136520,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Luhansk.svg,en,literal,coat of arms of Luhansk,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of luhansk,
uri,http://www.wikidata.org/entity/Q4150794,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Donetsk%20kommunar.jpg,en,literal,"Group of graves ... for Soviet ...,Donetsk",en,literal,monument,en,literal,Square of Fallen Communards in Donetsk,,,,,,,,,,group of graves  for soviet donetsk,
uri,http://www.wikidata.org/entity/Q4179965,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Donetsk%20zhivie%20bessmertnim%2002.jpg,en,literal,Living for Immortals,en,literal,monument,en,literal,Donetsk Metallurgical Plant,,,,,,,,,,living for immortals,
uri,http://www.wikidata.org/entity/Q4135338,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Beauplan%20Poland%20XVII%20map.jpg,en,literal,General Map of Ukraine,en,literal,map,,,,,,,,,,,,,general map of ukraine,
uri,http://www.wikidata.org/entity/Q4136611,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Novhorod-Siverskyi.svg,en,literal,Coats of arms of Novhorod-Siverskyi,en,literal,coat of arms,,,,,,,,,,,,,coats of arms of novhorodsiverskyi,
uri,http://www.wikidata.org/entity/Q4136638,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Odesa%20Oblast.svg,en,literal,Coat of Arms of Odesa Oblast,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of odesa oblast,
uri,http://www.wikidata.org/entity/Q4136434,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Kovel.svg,en,literal,coat of arms of Kovel,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of kovel,
uri,http://www.wikidata.org/entity/Q4136350,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D1%80%D0%B1%20%D0%97%D0%B0%D0%BF%D0%BE%D1%80%D0%BE%D0%B6%D1%8C%D1%8F%202003%20%D0%B3%D0%BE%D0%B4%D0%B0.svg,en,literal,coat of arms of Zaporizhzhia,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of zaporizhzhia,
uri,http://www.wikidata.org/entity/Q4136886,uri,http://commons.wikimedia.org/wiki/Special:FilePath/COA%20Cherkasy%2C%20Cherkaska%2C%20Ukraine.svg,en,literal,coat of arms of Cherkasy,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of cherkasy,
uri,http://www.wikidata.org/entity/Q4136887,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Chernihiv.svg,en,literal,coat of arms of Chernihiv,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of chernihiv,
uri,http://www.wikidata.org/entity/Q4136352,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Zaporizhia%20Oblast.svg,en,literal,coat of arms of Zaporizhzhia Oblast,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of zaporizhzhia oblast,
uri,http://www.wikidata.org/entity/Q4136869,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Kharkiv%20Oblast.svg,en,literal,coat of arms of Kharkiv Oblast,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of kharkiv oblast,
uri,http://www.wikidata.org/entity/Q4136422,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Kirovohrad%20Oblast.svg,uk,literal,Герб Кіровоградської області,en,literal,coat of arms,,,,,,,,,,,,,герб кіровоградської області,
uri,http://www.wikidata.org/entity/Q4136889,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Cherkasy%20Oblast.svg,uk,literal,Герб Черкаської області,en,literal,coat of arms,,,,,,,,,,,,,герб черкаської області,
uri,http://www.wikidata.org/entity/Q4136369,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Ivano-Frankivsk%20Oblast-COA.svg,uk,literal,Герб Івано-Франківської області,en,literal,coat of arms,,,,,,,,,,,,,герб іванофранківської області,
uri,http://www.wikidata.org/entity/Q4136315,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Donetsk%20Oblast%201999.svg,en,literal,coat of arms of the Donetsk Oblast,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of the donetsk oblast,
uri,http://www.wikidata.org/entity/Q4136545,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Mizhhirskiy%20rayon%20gerb.png,en,literal,coat of arms of Mizhhiria Raion,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of mizhhiria raion,
uri,http://www.wikidata.org/entity/Q4136604,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Mykolaiv%20part.svg,en,literal,coat of arms of Mykolaiv,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of mykolaiv,
uri,http://www.wikidata.org/entity/Q4136827,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Tern1h.jpg,en,literal,Coat of arms of Ternopil Oblast,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of ternopil oblast,
uri,http://www.wikidata.org/entity/Q4136870,uri,http://commons.wikimedia.org/wiki/Special:FilePath/COA%20of%20Kherson%201995.svg,en,literal,coat of arms of Kherson,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of kherson,
